assists_per_game,assists_per_game_allowed,blocks_per_game,blocks_per_game_against,field_goal_percentage,field_goal_percentage_allowed,free_throw_percentage,free_throw_percentage_allowed,losses,offensive_rebounds_per_game,offensive_rebounds_per_game_allowed,pf_per_game,pf_per_game_allowed,ppg,ppg_allowed,rebounds_per_game,rebounds_per_game_allowed,steals_per_game,steals_per_game_allowed,three_point_percentage,three_point_percentage_allowed,turnovers_per_game,turnovers_per_game_against,wins
0.10,-0.06,0.29,0.21,0.20,-0.01,0.04,-0.10,0.18,-0.06,-0.23,-0.19,0.05,0.09,0.04,0.05,-0.19,-0.22,0.30,0.30,0.44,0.21,-0.19,-0.10
0.03,-0.14,0.21,0.04,0.13,0.02,-0.43,-0.24,0.64,-0.46,0.09,-0.45,0.05,-0.27,-0.08,-0.26,-0.06,-0.31,0.32,0.49,0.69,0.25,-0.28,-0.33
0.01,0.01,0.37,0.71,-0.07,-0.45,0.14,-0.46,0.27,0.28,0.30,-0.28,-0.06,0.12,0.05,0.24,0.24,0.13,0.32,0.04,0.45,0.03,0.05,-0.05
0.83,0.13,0.38,0.29,0.79,-0.22,0.16,0.29,-1.00,0.31,0.85,-0.03,-0.12,1.00,0.63,0.46,0.52,0.25,0.45,0.65,-0.26,0.31,0.23,0.52
0.43,0.20,0.24,0.63,0.29,-0.17,-0.13,0.23,-0.45,0.49,0.38,-0.25,-0.22,0.49,0.29,0.44,0.30,0.31,0.75,0.41,0.24,0.25,0.19,0.24
0.46,0.26,0.35,0.79,0.15,-0.33,-0.30,0.06,-0.45,0.49,0.15,0.02,-0.02,0.19,0.09,0.43,0.12,0.31,0.45,-0.04,0.26,0.38,0.19,0.29
0.53,0.18,0.19,0.71,0.44,-0.23,0.12,-0.08,-0.55,0.08,0.55,-0.20,-0.49,0.37,0.08,0.13,0.21,0.66,0.38,0.63,0.11,0.40,0.58,0.48
0.03,0.03,-0.17,-0.21,0.24,0.12,-0.05,0.11,-0.18,-0.11,-0.53,0.05,-0.46,0.00,-0.11,-0.13,-0.30,-0.15,-0.32,0.46,0.09,-0.56,-0.22,0.05
-0.10,-0.07,-0.22,-0.62,0.17,0.13,0.62,0.11,-0.27,-0.18,-0.45,0.14,-0.14,0.15,-0.00,-0.17,-0.18,-0.22,-0.50,0.31,0.22,-0.62,-0.27,0.19
-0.39,-0.09,-0.40,-0.50,-0.01,0.28,0.74,-0.02,0.00,0.01,-0.06,0.25,-0.15,0.13,0.13,-0.10,-0.03,-0.06,-0.13,0.34,0.44,-0.47,-0.14,0.00
-0.28,-0.06,0.05,-0.21,-0.23,-0.22,-0.47,-0.07,0.27,0.51,0.13,0.25,-0.06,-0.12,-0.05,0.24,0.00,-0.01,0.05,-0.74,-0.11,0.22,0.18,-0.29
-0.29,-0.38,0.11,0.37,-0.01,-0.07,0.05,0.17,0.18,0.18,-0.06,0.16,-0.05,-0.03,0.09,0.09,-0.21,-0.34,0.10,-0.30,-0.20,0.16,-0.08,-0.24
0.60,0.00,-0.14,-0.25,-0.01,0.23,0.18,-0.30,-0.18,-0.01,-0.13,-0.03,0.25,0.26,0.07,0.05,0.14,0.13,0.13,-0.17,-0.07,-0.31,0.09,0.10
0.57,0.31,0.16,-0.08,0.17,-0.11,0.18,0.19,-0.64,0.24,0.36,0.13,0.25,0.52,0.35,0.32,0.36,0.22,-0.02,-0.30,-0.48,0.01,0.16,0.29
-0.10,-0.10,0.08,-0.38,-0.19,-0.04,0.04,-0.05,0.09,-0.28,0.02,-0.05,0.14,-0.21,-0.16,-0.17,0.17,-0.16,-0.40,-0.35,-0.51,-0.38,-0.19,-0.14
0.57,0.10,0.19,0.17,0.27,-0.16,0.30,0.07,-0.45,-0.25,0.21,-0.06,0.34,0.29,0.11,0.05,0.27,0.09,0.00,0.48,-0.23,-0.09,-0.16,0.29
0.78,0.05,0.30,-0.17,0.52,0.06,-0.11,-0.15,-1.27,0.25,0.32,-0.53,0.02,0.54,0.08,0.16,-0.03,0.41,-0.07,0.23,-0.22,-0.22,0.06,0.48
0.80,0.15,0.65,0.17,0.37,-0.70,0.04,-0.04,-0.73,0.37,0.70,0.16,0.11,0.65,0.22,0.49,0.47,0.37,0.13,0.15,-0.36,0.13,0.22,0.38
0.37,0.05,-0.24,-0.17,0.32,0.06,0.00,0.65,-0.09,0.05,0.08,-0.25,0.15,0.13,0.13,0.07,-0.14,-0.10,0.08,-0.16,-0.31,0.10,0.04,0.24
-0.13,0.25,-0.25,-0.29,0.22,0.57,-0.50,-0.06,0.36,0.35,-0.26,0.11,0.02,0.18,0.21,0.13,-0.38,-0.22,-0.05,0.38,0.63,-0.03,-0.37,-0.14
-0.01,0.23,0.32,-0.12,-0.21,0.12,0.09,-0.31,0.36,0.46,0.32,0.05,-0.31,0.22,0.32,0.34,0.45,0.19,0.55,0.12,0.49,0.13,-0.09,-0.10
0.06,0.01,0.24,0.25,-0.11,0.27,-0.02,-0.46,0.00,0.34,-0.08,0.34,0.06,0.18,-0.01,0.14,0.07,0.26,0.38,0.01,0.36,-0.12,0.09,0.10
0.22,0.05,-0.14,-0.04,-0.08,0.57,-0.09,0.15,-0.09,-0.16,-0.04,0.02,0.31,0.22,0.17,-0.25,0.33,0.41,-0.10,-0.27,0.18,-0.24,0.62,0.14
-0.24,-0.31,-0.14,-0.04,-0.05,-0.16,-0.02,-0.12,0.00,-0.43,0.28,-0.27,-0.12,-0.36,-0.34,-0.30,-0.09,-0.07,0.18,0.23,-0.18,-0.01,-0.20,0.00
0.57,0.15,0.40,0.46,0.15,-0.23,0.00,-0.25,-0.09,0.04,0.25,-0.23,-0.02,0.19,-0.01,0.17,0.30,0.13,0.35,0.11,-0.13,-0.06,0.06,0.14
-0.06,0.24,-0.21,0.37,0.38,0.70,-0.04,-0.31,-0.18,-0.13,-0.38,0.09,0.32,0.11,-0.05,-0.31,-0.64,-0.10,-0.68,0.19,-0.05,-0.34,0.10,0.10
-0.13,-0.49,0.10,0.08,-0.18,-0.38,0.22,-0.16,-0.45,0.31,-0.47,0.31,-0.62,-0.15,-0.54,0.10,-0.29,0.40,-0.07,-0.21,-0.55,-0.32,0.33,0.24
0.13,-0.16,0.37,-0.17,0.06,-0.52,0.66,-0.11,-0.82,0.34,-0.13,-0.14,-0.48,0.18,-0.27,0.31,-0.23,0.50,-0.03,-0.46,-0.36,-0.10,0.20,0.33
-0.07,-0.29,-0.10,0.21,-0.12,-0.50,0.48,0.17,-0.64,0.01,-0.15,0.12,-0.06,-0.07,-0.33,0.05,-0.04,0.25,-0.35,-0.34,-0.75,-0.34,0.24,0.29
0.21,0.00,-0.13,0.17,-0.05,0.07,0.28,0.17,-0.09,0.35,-0.23,0.64,-0.20,0.20,0.08,0.15,0.07,0.35,-0.05,-0.05,-0.09,-0.25,0.35,0.10
0.22,-0.31,-0.08,-0.25,0.25,-0.10,0.59,-0.01,-0.55,0.13,0.04,-0.44,-0.12,0.50,-0.02,0.14,-0.14,0.29,0.07,0.53,-0.40,-0.19,0.18,0.33
0.16,-0.19,-0.10,-0.54,0.27,-0.11,0.50,0.25,-0.27,-0.46,0.08,-0.22,-0.11,0.27,-0.03,-0.19,-0.07,0.18,0.05,0.44,-0.32,-0.26,0.11,0.14
0.03,-0.30,-0.13,-0.12,0.07,-0.16,0.19,-0.08,-0.36,-0.22,-0.11,-0.20,0.00,0.13,-0.19,-0.12,-0.14,0.15,-0.20,0.46,-0.07,-0.13,0.14,0.14
0.16,-0.20,0.06,0.29,0.14,-0.28,-0.44,0.28,-0.27,0.20,-0.28,-0.28,0.08,0.01,-0.24,0.26,-0.34,-0.18,0.05,0.07,-0.64,0.13,-0.32,0.24
0.43,-0.07,0.21,0.12,0.13,-0.23,-0.79,0.73,0.09,0.01,-0.09,0.23,0.06,0.03,-0.10,-0.05,-0.04,-0.01,-0.48,-0.22,-0.25,-0.12,0.00,0.00
-0.31,-0.31,-0.03,0.33,-0.33,-0.54,0.60,-0.13,0.82,-0.46,-0.11,0.37,-0.03,-0.34,-0.33,-0.13,0.18,-0.40,-0.20,-0.20,-0.01,-0.31,-0.24,-0.24
-0.03,-0.51,0.21,-0.42,0.11,-0.32,-0.72,0.35,-0.18,0.00,-0.13,0.59,0.34,-0.03,-0.15,0.02,-0.06,-0.22,-0.20,0.36,0.57,-0.07,0.06,0.24
-0.36,-0.55,0.10,-0.33,-0.04,-0.24,-0.38,0.18,-0.09,0.05,-0.55,0.77,0.18,-0.13,-0.18,0.03,-0.39,-0.04,0.15,-0.09,0.05,0.19,-0.25,0.14
0.06,0.31,0.16,0.04,-0.11,0.06,0.01,0.31,0.55,0.19,0.02,0.03,0.51,0.10,0.33,0.19,0.12,-0.31,0.25,-0.33,0.26,-0.10,-0.47,-0.43
0.20,0.13,0.10,0.00,0.27,0.16,-0.05,-0.04,0.00,0.18,-0.32,-0.17,-0.06,0.16,0.11,0.14,-0.27,-0.28,-0.20,0.25,0.41,0.22,-0.22,0.00
-0.11,0.30,0.05,0.46,-0.21,0.32,0.21,-0.33,0.36,0.25,0.08,0.28,0.09,0.15,0.27,0.07,0.23,-0.32,-0.33,0.16,0.75,-0.18,-0.25,-0.29
0.37,0.08,0.17,0.17,0.04,0.35,0.36,0.24,0.00,-0.25,0.02,-0.23,-0.12,0.26,0.36,-0.01,0.33,-0.04,0.15,0.22,0.30,-0.13,-0.19,0.00
0.11,0.56,-0.24,-0.08,0.04,0.62,-0.10,0.32,0.73,-0.18,0.13,-0.14,-0.38,-0.12,0.51,-0.17,-0.01,0.10,0.28,0.23,0.41,0.44,-0.15,-0.52
0.08,0.34,0.14,-0.50,0.12,-0.09,-0.27,0.34,0.09,0.13,0.45,-0.44,-0.31,0.11,0.34,0.17,0.26,-0.25,-0.40,0.09,0.20,-0.04,-0.27,-0.05
0.21,0.07,-0.14,0.12,0.18,0.37,0.15,-0.32,0.36,0.02,-0.02,-0.22,0.08,0.03,0.10,0.04,-0.35,-0.12,0.52,-0.01,-0.26,0.03,-0.41,-0.10
0.13,-0.11,-0.30,-0.46,0.28,0.41,0.30,-0.35,0.09,-0.64,-0.42,-0.53,-0.05,-0.12,-0.13,-0.30,-0.50,-0.62,-0.18,0.57,0.20,-0.34,-0.62,-0.10
-0.26,0.14,0.14,0.25,-0.11,0.29,-0.21,0.25,0.45,-0.04,-0.11,0.45,0.12,-0.22,0.09,-0.10,-0.02,0.16,0.47,-0.75,0.33,0.09,0.01,-0.38
-0.45,0.16,0.16,0.17,-0.01,-0.10,0.23,0.10,0.00,0.23,-0.08,-0.39,0.03,0.03,-0.02,0.21,-0.13,-0.06,0.20,-0.20,-0.26,0.19,-0.19,-0.10
0.22,0.20,0.13,0.13,-0.10,-0.13,-0.09,-0.48,-0.45,0.35,0.40,-0.19,0.12,0.28,0.07,0.28,0.42,0.29,-0.15,-0.19,-0.55,0.03,0.28,0.10
0.16,0.04,-0.21,-0.75,0.11,-0.06,-0.32,-0.43,-0.55,0.45,-0.02,0.20,0.37,0.22,-0.03,0.23,-0.21,0.19,-0.13,-0.26,-0.53,0.19,0.47,0.14
0.36,0.23,0.17,-0.46,0.10,-0.02,0.29,-0.39,-0.73,0.24,0.53,0.30,0.63,0.58,0.29,0.17,0.42,0.22,-0.25,0.08,-0.09,0.01,0.42,0.19
-0.07,0.05,-0.13,0.29,0.37,0.50,0.12,0.44,0.45,-0.18,-0.19,0.13,0.40,0.09,0.17,-0.21,-0.36,-0.26,-0.38,-0.16,0.16,0.00,0.06,-0.19
-0.07,0.14,-0.06,0.12,0.17,0.55,-0.16,0.25,0.45,0.14,-0.11,-0.36,0.00,0.01,0.26,0.01,-0.21,0.10,0.45,-0.16,-0.05,0.49,0.10,-0.14
-0.10,0.06,0.08,-0.17,0.10,0.24,-0.56,-0.15,0.55,-0.30,-0.06,-0.33,-0.38,-0.25,-0.09,-0.34,0.11,0.21,0.08,0.02,-0.08,0.13,0.28,-0.19
-0.45,-0.27,-0.44,0.13,0.08,0.48,0.11,-0.29,-0.09,-0.54,-0.38,-1.03,-0.80,-0.52,-0.35,-0.54,-0.50,-0.16,-0.20,0.20,0.49,-0.38,-0.61,0.05
-0.21,0.02,-0.30,-0.08,0.03,0.55,0.24,-0.12,-0.36,-0.47,0.02,0.03,-0.03,-0.08,0.03,-0.49,-0.04,-0.34,-0.65,0.38,0.30,-0.69,-0.42,0.19
0.11,0.41,-0.06,-0.04,0.08,-0.07,-0.54,-0.41,-0.36,0.13,0.00,-0.23,-0.03,0.06,0.07,0.19,0.22,-0.16,-0.43,0.15,0.00,-0.03,0.05,0.14
-0.11,-0.01,-0.11,0.08,0.05,0.30,0.42,0.07,0.18,-0.04,0.17,0.50,0.31,0.03,0.36,0.01,-0.10,-0.13,0.48,0.00,0.33,0.71,-0.06,-0.24
0.20,0.35,0.78,0.75,0.05,-0.33,-0.38,0.30,0.09,0.52,0.70,-0.50,-0.29,0.28,0.32,0.41,0.60,-0.16,0.52,-0.14,-0.10,0.25,-0.19,-0.10
0.07,0.26,0.63,0.83,0.21,-0.34,-0.01,0.09,0.09,0.12,0.45,-0.09,-0.06,0.25,0.15,0.22,0.34,0.06,0.25,0.25,0.09,0.13,0.01,-0.10
-0.27,-0.03,0.25,0.58,-0.40,-0.33,-0.30,-0.08,0.00,0.28,0.09,0.08,0.18,0.05,-0.15,0.13,0.36,0.18,-0.55,-0.22,-0.38,-0.62,0.18,0.00
-0.25,-0.10,0.14,0.37,-0.41,-0.02,0.09,0.05,-0.64,0.23,0.08,0.06,0.14,0.25,-0.08,0.06,0.37,0.47,-0.72,0.02,0.01,-0.43,0.67,0.24
0.02,-0.09,-0.27,0.37,0.15,0.39,0.01,-0.22,0.09,-0.14,-0.21,-0.39,-0.25,0.08,-0.03,-0.12,-0.12,-0.16,-0.15,0.30,0.08,-0.35,-0.16,0.05
0.39,0.25,-0.13,-0.29,0.48,0.21,0.21,0.23,-0.27,-0.01,0.02,-0.06,0.17,0.36,0.30,0.12,-0.32,0.21,0.70,0.26,0.24,0.54,0.09,0.29
0.42,-0.10,-0.08,0.00,0.13,-0.65,0.40,0.14,-0.18,-0.33,-0.11,0.05,-0.18,0.04,-0.21,-0.04,-0.04,0.00,-0.10,0.01,0.10,-0.28,-0.15,0.00
0.19,0.05,0.19,0.21,0.05,-0.02,0.03,0.02,0.09,-0.28,0.11,-0.02,0.12,0.03,0.08,-0.06,0.22,-0.31,0.25,0.22,-0.46,-0.24,-0.42,0.14
-0.08,-0.44,0.13,0.71,0.26,-0.06,-0.32,0.54,0.36,-0.06,-0.26,-0.13,-0.28,-0.09,-0.16,-0.04,-0.22,0.18,0.15,-0.15,0.48,0.03,0.03,0.00
0.15,-0.24,0.13,0.17,0.10,-0.55,-0.10,0.05,-0.36,0.22,0.06,-0.44,-0.40,0.21,-0.15,0.32,0.17,0.65,0.28,0.09,0.29,0.15,0.18,0.29
0.42,-0.01,-0.05,0.08,0.33,-0.38,-0.34,-0.02,0.09,0.14,-0.13,-0.69,-0.42,0.06,-0.11,0.30,-0.11,0.18,0.18,-0.23,0.29,0.13,-0.14,0.05
0.10,-0.20,0.25,0.71,0.10,-0.17,-0.70,0.06,0.18,0.22,-0.26,-0.34,-0.06,0.15,-0.11,0.29,0.15,0.56,0.10,-0.52,0.36,0.25,0.59,0.10
0.33,0.09,0.48,0.96,0.24,-0.40,-0.39,0.04,-0.09,0.24,0.45,0.09,0.35,0.59,0.27,0.41,0.57,0.71,0.50,-0.06,0.20,0.38,0.52,0.05
0.28,-0.66,0.49,-0.21,0.31,-0.78,0.02,0.11,-0.91,0.19,0.06,-0.30,-0.25,0.22,-0.28,0.21,-0.14,-0.10,-0.13,0.11,-0.33,-0.28,-0.10,0.43
0.30,0.07,0.17,0.46,0.27,0.00,-0.05,-0.11,-0.36,0.36,0.28,-0.42,-0.17,0.36,0.13,0.19,0.01,0.40,0.07,-0.22,0.17,0.18,0.46,0.24
0.30,-0.02,0.33,0.33,0.20,-0.21,-0.17,-0.33,-0.36,0.33,0.30,0.39,-0.05,0.25,0.20,0.22,0.01,0.13,0.40,-0.01,-0.01,0.51,0.30,0.33
0.31,-0.13,0.00,-0.29,0.02,-0.27,0.04,-0.06,-0.09,0.30,0.19,0.67,0.32,0.38,0.04,0.18,0.22,0.01,-0.25,0.12,-0.60,-0.29,0.38,0.05
0.04,0.19,-0.16,-0.04,0.16,0.12,0.38,0.28,0.09,0.08,0.81,0.05,0.03,0.29,0.45,0.02,0.36,-0.28,0.00,0.30,0.00,-0.06,-0.41,-0.14
0.03,0.34,-0.22,-0.33,-0.05,0.01,0.41,0.06,0.18,-0.06,0.40,0.23,0.28,0.04,0.23,0.00,0.14,-0.26,0.05,0.34,-0.01,-0.15,-0.52,-0.29
0.28,0.04,-0.14,-0.12,0.30,0.10,0.63,0.16,-0.45,-0.11,0.02,0.30,0.32,0.22,0.08,-0.16,-0.37,0.06,-0.07,0.30,-0.01,-0.10,-0.15,0.10
-0.18,0.29,-0.10,-0.25,-0.19,0.32,0.80,0.03,0.09,0.18,0.64,0.16,0.06,0.13,0.43,0.03,0.26,-0.32,0.10,0.28,0.29,-0.22,-0.49,-0.14
0.39,0.21,0.71,0.71,0.04,-0.32,0.13,0.35,0.27,0.35,0.30,0.09,0.25,0.30,0.28,0.39,0.21,0.19,0.38,0.15,0.11,0.37,0.11,-0.24
0.21,0.05,0.54,0.58,0.13,-0.39,-0.19,0.34,0.36,-0.11,0.19,0.53,-0.17,0.08,0.03,0.04,0.34,0.75,0.15,0.24,0.02,0.15,0.51,-0.29
0.02,-0.33,-0.51,0.04,0.05,0.01,0.40,0.32,0.09,-0.43,-0.68,0.36,0.06,-0.27,-0.38,-0.40,-0.69,0.01,0.10,0.39,-0.15,0.00,0.19,-0.05
-0.33,-0.45,-0.08,0.04,-0.21,-0.24,0.20,0.64,0.45,0.00,-0.49,0.48,0.42,-0.28,-0.14,0.00,-0.42,-0.19,0.03,-0.12,0.03,0.10,-0.11,-0.24
-0.53,-0.26,-0.46,-0.42,-0.11,0.30,0.13,0.17,0.27,-0.30,-0.77,0.17,0.15,-0.44,-0.23,-0.28,-0.75,-0.62,-0.15,-0.12,0.11,0.01,-0.47,0.00
-0.01,0.13,0.21,0.21,-0.21,-0.49,-0.20,-0.17,0.36,0.31,0.38,-0.36,-0.17,-0.07,-0.02,0.34,0.18,-0.34,0.43,-0.21,-0.84,0.16,-0.37,-0.14
-0.09,0.24,0.14,0.58,-0.11,0.26,0.90,0.31,0.36,-0.14,0.38,0.11,-0.42,-0.03,0.28,-0.11,0.24,0.13,0.23,0.23,0.29,0.09,-0.11,-0.19
-0.18,0.53,0.40,0.75,-0.25,0.41,0.22,-0.21,0.27,0.16,0.40,-0.39,0.20,0.17,0.41,0.17,0.57,0.03,0.27,0.16,0.67,0.01,-0.20,-0.10
-0.06,0.30,0.32,0.38,-0.19,-0.30,0.43,-0.17,0.18,0.00,0.34,-0.63,-0.26,0.08,0.06,0.21,0.40,-0.22,-0.25,0.21,0.10,-0.24,-0.58,-0.10
0.19,0.05,0.29,-0.04,-0.21,-0.41,-0.13,0.08,0.09,0.47,-0.13,0.34,0.12,0.12,-0.02,0.46,0.16,0.10,0.13,0.04,-0.37,0.22,0.19,-0.05
-0.17,-0.70,0.13,-0.04,-0.16,-0.27,0.07,-0.14,-0.18,0.17,-0.17,0.16,-0.20,-0.14,-0.42,0.08,-0.21,0.06,-0.07,0.15,-0.20,-0.25,-0.13,0.14
0.45,-0.22,0.11,-0.21,-0.06,-0.05,-0.04,0.15,-0.36,-0.01,-0.75,-0.39,-0.57,-0.06,-0.47,-0.01,-0.30,-0.15,-1.05,0.48,-0.26,-1.06,-0.42,0.19
-0.26,-0.06,0.49,0.58,-0.14,-0.16,-0.38,-0.12,0.36,0.36,0.70,0.36,0.05,-0.01,0.11,0.21,0.46,0.25,-0.05,-0.37,-0.01,0.25,0.32,-0.05
0.45,-0.11,-0.16,-0.17,0.63,-0.32,-0.48,-0.27,-0.73,0.02,-0.32,-0.02,-0.02,0.18,-0.33,-0.01,-0.61,0.57,-0.05,0.12,0.15,0.46,0.70,0.29
0.19,-0.36,0.19,0.21,0.26,-0.88,-0.56,-0.28,-0.55,-0.11,-0.26,0.05,0.17,-0.02,-0.54,0.12,-0.25,0.10,-0.40,-0.19,-0.82,-0.09,0.09,0.24
-0.46,0.18,-0.21,0.54,-0.36,0.00,0.65,0.48,0.00,-0.07,-0.09,0.56,0.48,-0.03,0.08,-0.09,0.12,-0.12,-0.50,-0.33,-0.41,-0.03,0.05,-0.14
-0.21,-0.27,0.02,-0.54,-0.22,-0.26,0.08,0.36,-0.27,0.28,0.08,-0.20,-0.54,-0.11,-0.16,0.03,0.05,0.00,-0.30,-0.19,-0.55,-0.50,-0.30,0.24
0.18,0.43,0.32,0.08,0.08,-0.33,0.21,-0.25,-0.55,0.19,0.45,0.06,0.03,0.32,0.16,0.30,0.48,0.07,-0.25,0.00,-0.28,-0.28,-0.13,0.19
-0.25,0.49,0.32,-0.46,-0.15,-0.15,0.23,-0.45,-0.18,-0.07,0.60,0.03,-0.06,-0.11,0.11,-0.07,0.41,-0.21,0.00,0.07,-0.68,-0.09,-0.24,-0.05
0.11,0.51,0.52,-0.54,0.22,-0.38,-0.57,-0.73,-0.09,0.34,0.57,-0.75,-0.17,0.14,0.07,0.34,0.24,-0.12,-0.02,-0.02,-0.18,0.01,-0.33,0.05
0.08,0.69,0.56,0.25,0.23,-0.27,0.01,-0.16,-0.09,0.16,0.92,-0.20,0.28,0.33,0.40,0.21,0.56,0.21,0.35,-0.39,-0.20,0.28,0.13,0.00
0.26,0.54,0.30,-0.17,0.21,-0.05,0.27,-0.09,-0.36,0.18,0.34,-0.52,0.05,0.36,0.29,0.21,0.24,-0.06,0.05,-0.18,-0.43,-0.10,-0.24,0.14
0.04,0.60,0.54,0.00,0.23,-0.30,-0.16,-0.13,-0.09,-0.23,0.42,-0.56,-0.18,0.01,-0.00,-0.07,0.31,0.32,0.00,-0.10,-0.52,0.18,0.11,0.10
-0.08,-0.30,-0.60,-0.42,-0.18,0.44,0.27,-0.65,-0.27,0.12,-0.26,0.36,0.20,-0.01,-0.06,-0.05,-0.21,0.06,-0.15,-0.25,0.40,-0.34,0.13,0.05
0.11,0.04,0.03,-0.08,-0.03,0.15,-0.09,-0.51,-0.55,0.63,0.64,0.06,0.09,0.42,0.36,0.38,0.53,0.00,0.13,-0.16,0.20,-0.16,0.01,0.14
0.12,-0.58,0.10,-0.29,0.10,-0.45,-0.24,-0.08,-0.91,0.45,-0.25,0.19,0.29,0.24,-0.37,0.34,-0.19,-0.15,-0.48,-0.05,-0.15,-0.46,0.10,0.38
0.28,-0.19,0.14,-0.21,0.07,0.05,-0.19,-0.59,-0.36,0.63,0.32,0.09,-0.12,0.27,0.18,0.44,0.07,-0.15,0.38,0.16,0.36,-0.13,-0.27,0.19
-0.03,-0.05,0.29,-0.04,0.12,-0.34,0.10,-0.35,0.36,-0.27,0.08,-0.08,-0.15,0.03,-0.07,0.04,0.35,0.29,0.25,0.07,-0.75,0.18,0.27,-0.10
-0.46,-0.16,0.16,-0.50,-0.03,-0.09,-0.37,-0.08,-0.18,-0.13,-0.74,-0.12,0.02,-0.51,-0.53,-0.15,-0.57,-0.43,-0.13,-0.02,-0.36,-0.37,-0.53,0.05
-0.03,-0.55,-0.06,-0.42,-0.10,-0.43,0.13,-0.27,-0.45,0.14,-0.09,-0.06,0.20,-0.15,-0.31,0.17,-0.37,-0.72,-0.08,-0.09,-0.15,-0.43,-0.78,0.19
-0.18,-0.06,-0.32,-0.04,-0.02,0.39,0.01,0.38,-0.18,-0.11,-0.70,-0.34,0.05,-0.11,-0.25,-0.23,-0.41,-0.06,-0.52,-0.09,0.30,-0.54,-0.03,0.00
-0.09,-0.20,0.32,-0.12,-0.04,-0.30,0.01,0.28,0.18,-0.10,-0.26,-0.61,-0.48,-0.15,-0.35,-0.05,-0.09,0.04,-0.20,0.24,-0.17,-0.31,-0.20,-0.19
0.08,-0.33,-0.37,-0.37,0.11,-0.06,0.35,-0.13,0.00,-0.12,-0.26,-0.19,0.34,-0.10,-0.22,-0.05,-0.48,-0.62,0.05,0.17,-0.15,-0.07,-0.48,-0.05
-0.25,-0.08,0.06,0.50,0.06,-0.11,0.12,0.04,0.73,-0.20,0.09,-0.20,0.48,0.04,0.21,-0.03,-0.06,-0.53,-0.32,0.33,0.47,0.10,-0.44,-0.38
-0.46,0.22,-0.16,0.46,-0.22,0.39,-0.26,0.02,1.00,-0.10,0.19,0.02,0.11,-0.05,0.31,-0.11,0.36,0.03,-0.32,0.11,0.34,-0.22,-0.15,-0.57
-0.35,-0.38,-0.49,0.17,-0.10,0.18,0.40,0.27,0.45,-0.30,-0.45,0.00,0.28,-0.04,0.02,-0.17,-0.28,-0.16,-0.48,0.41,0.76,0.01,0.01,-0.19
0.33,0.34,-0.06,0.21,-0.12,-0.11,-0.26,0.39,0.09,0.16,0.72,-0.19,0.32,0.12,0.24,0.07,0.53,0.40,0.05,-0.50,0.03,-0.04,0.38,-0.05
0.10,-0.45,-0.08,-0.79,-0.01,-0.17,-0.12,0.17,0.09,0.14,-0.42,0.39,0.11,-0.09,-0.21,-0.05,-0.48,-0.60,-0.22,0.33,0.14,-0.47,-0.51,-0.14
0.63,0.04,0.75,-0.04,0.23,-0.59,-0.52,-0.25,-0.55,0.46,0.23,-0.31,-0.22,0.24,-0.17,0.54,0.07,-0.07,0.53,0.20,-0.41,0.15,-0.20,0.48
0.43,-0.27,0.92,0.21,0.11,-0.61,-0.45,-0.18,-0.27,0.25,0.15,-0.25,-0.03,0.30,-0.16,0.46,0.25,0.07,0.18,0.33,-0.30,0.06,-0.04,0.29
0.34,0.02,0.25,0.00,0.07,-0.45,-0.69,-0.21,0.09,0.20,-0.09,-0.45,-0.32,-0.04,-0.05,0.44,0.07,-0.47,0.08,0.31,-0.01,-0.01,-0.70,0.00
0.26,-0.04,0.57,0.00,0.12,-0.23,-0.42,0.09,-0.27,0.41,-0.17,-0.78,-0.17,0.08,-0.14,0.40,-0.22,-0.43,-0.05,0.30,0.30,-0.24,-0.62,0.19
0.11,-0.02,0.75,0.00,0.25,-0.51,-0.54,-0.42,-0.27,0.45,0.38,-0.25,0.11,0.20,-0.05,0.54,0.04,-0.22,0.18,0.29,-0.26,0.13,-0.42,0.29
0.35,-0.21,0.84,-0.33,0.45,-0.73,-0.34,0.47,-0.18,0.36,0.49,0.08,0.22,0.46,0.06,0.45,0.07,-0.15,0.15,0.60,0.00,0.16,-0.15,0.24
-0.12,0.25,-0.08,0.12,0.16,0.13,0.20,0.38,0.09,-0.02,0.21,0.00,-0.08,0.09,0.14,-0.12,0.07,0.15,-0.10,0.34,0.15,-0.10,0.20,-0.14
0.51,-0.01,0.56,0.08,0.44,-0.13,0.52,0.61,-0.82,0.18,0.38,0.00,0.18,0.69,0.11,0.15,0.21,0.29,-0.43,0.12,-0.48,-0.50,0.28,0.52
-0.29,-0.06,0.44,-0.04,0.03,-0.16,0.25,0.11,-0.09,0.11,0.40,0.02,0.69,0.25,0.09,0.09,0.19,0.34,0.15,0.12,-0.17,0.28,0.39,0.14
0.16,-0.04,0.54,-0.13,0.10,0.04,0.13,-0.23,-0.36,0.22,0.28,0.06,0.42,0.28,-0.02,0.00,0.00,0.37,0.15,0.14,0.22,0.10,0.52,0.33
0.12,-0.01,0.67,-0.08,0.24,-0.10,0.29,0.04,-0.45,0.12,0.42,0.34,0.34,0.31,0.08,0.03,0.02,0.35,0.15,-0.10,0.24,0.21,0.46,0.19
-0.04,0.03,-0.30,0.00,-0.06,0.44,-0.04,-0.07,0.55,-0.07,0.26,0.52,0.69,0.19,0.42,-0.14,0.27,0.15,0.03,0.05,-0.38,0.35,0.57,-0.29
